PRODBR2;CAPITAL K;VALORCOM MP;PERTOTAL L;EELEC E
2735544;555076;1216344;20;20561
622358;583548;75300;15;17611
6445892;7455685;3163396;113;120903
4279889;478840;1173156;20;20182
1086705;224230;539485;13;72695
1520743;490568;751268;35;46012
682666;1284078;35996;8;23883
10633301;9942066;4571758;191;463988
9992571;8442418;3050373;86;313039
3976573;4667037;2173668;97;136128
10215832;5842254;4832609;67;169980
365397;53507;149826;12;7864
1231140;417597;145606;9;23904
5436451;3376976;3374083;75;392860
1565493;267971;434251;26;18310
144021;5998;71422;5;4710
1778248;2081360;686155;29;418698
3753791;1268465;1974793;32;226260
26605780;2240720;14706623;37;46682
29546177;15709716;13910213;420;723126
123881921;51409075;65496958;391;3855009
123881921;51409075;65496958;391;3855009
333826;46983;113738;3;3436
189095;4804;95329;14;11893
1960455;4664257;675510;44;61630
96083625;72116674;54542629;701;4842404
464924;138552;239418;12;6719
12979717;2032094;4699985;74;252598
1195456;174268;160812;19;6096
106612;1830372;7110;13;4800
3033743;4910551;3133082;62;134403
909656;2156617;328003;72;43270
5181204;3382837;1576558;69;73632
371035;740239;117731;4;74300
14898684;28236328;8070040;92;689684
52091623;34277649;18581536;204;780704
728957;1736377;521976;13;15800
1302501;1055457;460997;26;146658
3167543;422016;501512;30;24200
787462;1308799;63298;21;26710
1062000;1501174;176075;22;37280
10185693;1214958;5858888;129;2336637
1218678;1812275;153262;25;34998
1051050;589955;430287;18;39750
6617071;7321766;1678988;85;377800
2475865;651556;746158;27;106956
17999173;8147755;7333665;175;207489
467699;103049;140975;9;17400
1524770;1655659;605973;11;15945
4161918;976800;4017787;153;136200
159477;13000;34233;4;1390
357383;37530;146109;4;4544
166269;1458526;42289;5;7062
3261179;322327;899892;26;41868
385000;315362;183610;13;81000
3309308;3729073;442535;113;104868
1232981;1211284;490651;11;32396
568887;146543;233338;15;68759
3774511;3088799;1873799;38;122143
9389023;6257497;5585053;93;217188
2618219;2600561;570563;38;54060
1465543;1881514;252227;44;110125
6034906;1182255;577419;140;234041
1996889;2314620;23021;21;193000
2165980;1253946;1949920;33;214970
654608;628640;498540;11;81336
550821;375132;125078;16;9840
4763710;868530;2471399;43;79959
11261176;8251862;6280972;87;231460
41961;371321;10488;7;11116
17040917;21437097;9264476;99;753077
3394538;682373;2068887;40;20750
7686585;5778405;3639292;71;177601
789531;1176915;589142;34;76445
22359315;18723224;9016113;191;1152989
166872;40656;54752;2;6181
1765407;1614680;423165;39;114345
2785123;995195;1280346;34;120304
7232028;7015068;2630316;81;325852
24853527;87199097;12691491;252;3141788
94583142;25926809;74290777;416;3656100
233628302;188970218;172530748;470;21926810
65423212;2570825;32638126;353;11806787
51325103;44369997;23981939;256;3034893
7946942;19831993;1926512;121;952191
2922463;233480;1310491;46;60295
139954;25132;61233;6;3316
2897099;2411106;430734;9;59728
252262;10035;96506;12;21232
6268495;2715883;3154857;41;95126
544366;2304976;227294;10;22976
43244;78684;12578;7;30453
480234;34300;50721;8;3683
4527313;2280373;2138019;67;134514
253263;325717;107815;7;43469
465655;281377;89185;21;15417
4157572;2816816;904681;53;122830
1547470;664526;275781;19;141666
4875244;1469617;16161;50;105240
282664;43608;59084;9;33250
731681;152090;205304;27;13365
635902;33899;287353;18;28759
3362480;1620663;2043747;58;103136
466048;1280791;166048;11;20384
495077;812596;204446;13;29743
284324;246073;83164;10;19548
199285;533684;141141;5;9236
274388;89240;45179;4;14348
165127;89519;53210;4;4900
226002;73371;23907;10;50154
2548867;2533820;211261;43;125277
444295;258878;255390;11;14500
3816531;1517923;2067212;21;1194938
30266016;3561413;13435993;333;2235246
197941;108882;96276;14;29809
180261;-449393;18936;7;1294
459847;84985;142676;8;3812
10321130;4365436;6393958;94;100359
222335;150607;74549;8;16213
11985695;7710225;4688693;52;1038628
5182276;3272911;3435621;83;299627
10141165;3283358;4317874;33;264443
136670;584454;85000;4;11640
2042204;782160;1070738;35;203070
678796;246687;220608;14;106550
825460;207339;178320;13;44730
21284186;4298339;13767167;75;264181
18878812;8959577;5949767;93;399160
7131281;5028388;3241660;116;146411
298409;0;106382;5;12389
8881485;1109146;3195848;8;48323
13565938;10420261;6769661;158;289080
8823298;4780514;2731523;64;190221
23961286;19478215;11573627;216;975662
56196465;80158693;20688150;338;1699228
13570701;4654879;4878219;104;189178
551882;490159;114776;16;1975
1824400;3401893;537688;21;38025
5894448;3449378;2988189;34;30998
2466167;446360;814705;34;24605
37200073;9141757;9477954;216;200956
1568421;263647;402514;34;20685
578006;66315;197354;5;8947
76252261;15086196;66568499;93;3458860
9603229;20064850;7577422;103;336694
2421083;577553;132289;37;20354
9888339;3228378;7075547;56;145399
2250000;1713665;1056147;68;53692
1157269;296142;581725;15;13004
22011062;11928896;8982329;195;442365
291105;24445;66787;9;6230
1518616;1539104;465387;45;65640
1222700;1867594;453789;20;17671
6991691;1177563;2170125;48;83680
7973668;3750904;5783067;59;92786
656365;2636624;397967;42;32905
1786995;1912845;650023;23;44875
1090247;91434;454264;12;48924
13374028;741158;7744746;269;398040
1996473;2240802;783199;26;64094
853758;79771;625956;26;16108
3770115;7671615;1087168;48;149101
983183;482402;401148;11;24000
190405;97275;104588;5;50302
281236;1444276;233529;11;8967
469408;13044;176023;14;101169
4398639;1593134;1475095;64;82906
21518917;13316410;11449354;309;898234
770864;14666;698839;13;3354
6026185;3905350;3293317;50;161666
405501;86374;230689;8;11927
243060;0;89923;3;2939
4804150;830284;2363901;51;41440
10692336;0;0;501;0
439582;2552460;102083;27;23527
267205;358583;84583;4;8740
3479846;1988406;1043260;28;273414
3268970;2924838;1202467;72;242385
32678169;16312589;7548351;179;1911127
9931057;6932404;4403566;78;297520
578844;209386;6363;18;7675
4968695;1824655;1107216;99;433008
20729545;13068369;6281597;400;827438
1737077;59402;1115990;8;28293
1215681;0;614895;16;121760
926866;474934;339505;23;9533
5140348;2996832;2477322;19;1366747
1453055;410061;406946;22;55797
349075;86594;56796;5;7252
18433186;36876250;4681200;108;995686
4903666;1185147;180348;12;244589
113995915;199114631;49815451;290;7471277
14798581;2673738;0;22;79401
91895738;145163329;35738461;83;6096945
20493353;4167922;0;24;228378
220687753;132945989;88318280;188;18747960
91895738;145163329;35738461;83;6096945
96040417;179217688;0;39;5868924
408572741;451762639;170016244;735;219139454
91895738;145163329;35738461;83;6096945
1087856;747301;404778;18;53237
734554;1788553;385789;24;289510
666225;220382;379024;17;22526
1188551;1037807;750000;10;53960
3585065;2949994;331331;25;98901
1185847;746508;355996;18;297500
5870915;4080892;1926678;74;155598
91895738;145163329;35738461;83;6096945
70033462;29384906;56043904;273;3492648
9173112;31886577;2644739;132;2805275
233628302;188970218;172530748;470;21926810
223852;80786;115374;8;60895
1487862;4661080;1414098;16;48100
1568259;530957;912991;34;87040
785496;786258;51788;12;51008
233628302;188970218;172530748;470;21926810
835207;1612987;386062;23;174322
9617092;18112658;1589257;89;369783
6734148;4352458;4015032;67;142125
4430488;2024495;1641937;32;192980
34372305;37186481;21785941;333;1584321
2150089;539568;564139;30;226122
3861380;1896330;2408619;40;128620
65353124;27997507;32854269;109;3453797
553768;4159453;296954;15;48653
212503;170173;92187;4;7845
94778151;31828054;31812309;79;12700246
19137801;1419028;11710143;24;285983
12143363;29814718;2468581;80;1312504
12143363;29814718;2468581;80;1312504
9617092;18112658;1589257;89;369783
36972571;117895914;17977725;96;7043519
2523923;2373816;1176313;13;416004
11255159;1124262;7572132;22;153563
8290578;380198;4916080;13;0
6256161;655822;4376189;14;65763
8595516;239120;5148327;9;250781
9574716;1653974;6117145;20;66149
8521486;1497420;5631747;30;340413
37247540;6429131;18673681;88;2146239
8719629;3164473;1709121;30;627681
37247540;6429131;18673681;88;2146239
26508890;9143997;11486736;52;1213346
26508890;9143997;11486736;52;1213346
26508890;9143997;11486736;52;1213346
26508890;9143997;11486736;52;1213346
8719629;3164473;1709121;30;627681
293859242;213571843;20160459;117;80127053
6661414;2410323;3717305;31;105400
7173343;881103;3518588;17;287804
17476531;84486;12036805;21;793751
11180596;9019368;7163815;39;102447
24931483;1374221;8108151;43;157643
44744516;5825529;25686793;87;304841
9574716;1653974;6117145;20;66149
12914483;1521446;5262725;19;98508
65353124;27997507;32854269;109;3453797
65353124;27997507;32854269;109;3453797
21828820;7909164;14938853;39;435284
21828820;7909164;14938853;39;435284
21828820;7909164;14938853;39;435284
21828820;7909164;14938853;39;435284
21828820;7909164;14938853;39;435284
21828820;7909164;14938853;39;435284
20213781;4724002;15142144;7;243635
21828820;7909164;14938853;39;435284
12364497;2512397;3962285;26;1817109
21828820;7909164;14938853;39;435284
6256161;655822;4376189;14;65763
11255159;1124262;7572132;22;153563
12210223;1346378;8403093;18;115687
15743716;2489361;9436586;86;158416
5303192;5920173;1956354;14;1204301
10381613;299690;5318912;26;0
21828820;7909164;14938853;39;435284
37247540;6429131;18673681;88;2146239
26508890;9143997;11486736;52;1213346
38631199;22336589;14440883;63;589349
105888119;44364066;68261103;156;856772
37247540;6429131;18673681;88;2146239
12475923;1667147;7741570;70;237154
11180596;9019368;7163815;39;102447
8710588;6872812;5972867;25;328400
17627058;7360991;11037360;35;218207
32139559;13588960;21653606;56;177312
18185384;8598151;12390405;34;136439
26508890;9143997;11486736;52;1213346
105888119;44364066;68261103;156;856772
202657132;211406718;20597340;189;64425783
5498645;2372352;0;99;1122277
3102732;4098038;0;57;793953
14088906;8462402;0;191;2388508
1377703;1486976;0;33;476604
14419986;7380244;6949469;22;458440
135167272;210186116;50846688;382;28339067
81179081;34251435;39600344;134;1145229
3072568;1507737;894593;71;113760
1574068;482821;885644;27;6149
950089;735092;450557;25;16766
10976774;9251721;4307877;130;2661155
26596957;28521136;7942037;141;2323232
135167272;210186116;50846688;382;28339067
6099784;7110869;1695143;68;933445
683436;318149;295666;16;140256
485678;1358169;210773;3;90565
1493000;747004;138766;20;11000
36922263;24187727;9570194;263;4772526
7872373;13139388;2782422;32;1074155
3192387;1605193;730940;31;14233
1842446;674055;392509;26;186738
1541081;51750;1072061;18;107940
7564331;8812652;5581467;53;1448983
135790;928199;74716;8;17493
9626550;5382083;5318973;102;2442000
5129557;2652798;1901427;58;275210
22887487;23673371;5735209;194;5513767
144479606;140604442;59581212;987;28551210
2492007;2809306;597713;12;133506
7007467;8798367;2641901;104;979835
8055584;2575443;1869242;184;1167532
1624622;1201157;520636;44;313167
175926878;141451406;90462059;979;21039232
3971044;9325520;1167254;59;1743654
14058204;6611677;6756148;141;1161737
3876617;11534024;2253978;40;393752
46833301;66150090;11431317;485;9397055
7063194;796600;1615791;73;309434
2015845;2495913;581286;51;705986
3420228;1128386;1516086;23;333142
8679235;10460514;4212119;94;405280
4793328;4297019;2763034;223;291578
105197874;96924318;70322013;376;10938780
4198116;1745396;2721836;43;596373
20594050;6069958;11155837;121;2753115
2922237;2590950;1290600;57;269000
77823932;45450054;58128799;190;14018021
442983;397695;88568;10;29106
1217233;0;985896;89;57301
45006435;7837996;16341635;236;2287893
21003140;9726128;9277700;110;4643240
26500117;48962809;18963120;102;1564628
25105096;11695897;15999832;67;3579378
44320991;28710823;11287732;715;5686391
2357279;2050;493765;38;219855
7773152;6064461;5006495;36;576847
2693197;2391078;1807325;11;295606
1049464;3626942;483700;16;136500
160408246;45499287;70984859;655;28335899
106992644;92196561;84548594;333;11827322
6888758;26440590;3836075;534;1535725
51951364;61754676;32870956;374;9178640
116156946;85998583;37403593;876;25492022
242410959;489235882;114845537;824;30559339
3564723;1797615;2155401;40;328381
12783753;49040;6418149;60;633373
34791052;11362055;17099678;208;711164
3090907;2003600;1421481;33;753000
1498895;3411770;974334;28;476000
7699260;3938794;2991801;66;1890420
12380002;7775193;7687315;30;869056
894000;242350;568306;7;9681
691238;203696;219483;13;19127
26623073;33294228;13779719;145;2730455
1483138;1311793;350981;14;256184
15417142;2781629;7566146;86;361630
1271235;1047564;442617;17;205376
122567039;182220225;42268665;454;39648150
7615296;4796101;1862713;125;1383416
521727;115989;104068;14;22155
9902821;12589132;4098534;95;295420
125689161;288795785;70922571;263;31202633
206320;184653;67921;5;56791
23801;0;17750;9;582
3576874;1920709;1143074;87;24261
478788;150727;113679;13;9189
2306833;2699970;663530;45;264680
22396073;17422824;11664590;166;5869720
9493787;7472823;3932862;130;394046
5884152;2972159;2192088;115;1306512
637587;543082;166804;9;11540
2921309;1097035;770885;32;158890
12700475;16557412;5496851;94;1717853
5502486;3479236;1596927;48;807710
1361895;2203099;722400;15;148500
2601093;2165205;645109;34;593440
3245890;1434779;868266;55;635080
3427576;2426878;1861575;33;569256
647615;510794;160402;14;7143
6594658;4299122;3945414;44;661330
4776872;4888253;1755229;52;1188555
1255792;1195793;1561742;30;350124
46056;1503583;29247;3;3600
3932777;625494;2535270;31;355395
62704885;167127018;31935642;186;9049127
42644366;48719575;20912411;365;5978768
144479606;140604442;59581212;987;28551210
89829465;53015993;31360440;155;814200
2906608;2230707;678164;48;341460
21869521;15139924;8545215;250;1606385
1694367;327362;733880;19;60583
21869521;15139924;8545215;250;1606385
418531;195207;60219;9;33110
10638706;4003922;3426527;84;388999
11808646;4732895;4788581;181;554047
1443691;3383895;298357;14;116280
1330016;1142941;1194524;17;27396
16642845;14661384;4824788;220;3451728
484757;212256;181544;3;27572
2186581;1208952;1215060;55;153898
1159340;478792;270205;19;29092
171093;271304;76690;6;46420
1004639;968238;463970;28;64270
771512;2994462;184666;19;154987
1530979;5950664;102350;53;80080
7070426;2360766;249477;78;304956
5543298;2641105;740282;49;262273
68952799;99920935;38821191;195;7457004
13694561;9651178;7256425;119;1094642
3049808;3129054;742598;97;219000
1749834;6030861;702795;32;409751
1051110;534306;151579;12;22347
4139068;4096632;2367356;14;214962
11563726;12218504;8000895;68;84449
4923490;571192;3662191;25;32648
20213781;4724002;15142144;7;243635
594024436;30354830;592527825;2;329911
870432084;19215950;829928784;15;385790
436271438;21345102;404112532;8;382360
285165834;16650749;282953509;5;243468
569967045;26422236;537024754;9;149700
1028589145;24124749;956171458;28;554051
133506881;29396426;73550794;25;833831
32830957;16233563;16470063;207;2228533
857914511;16354992;800408370;12;670328
727515002;13276151;677207871;10;458642
